,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
37,0.03953056335449219,0.00260627463321538,0.0005434036254882812,4.007702138795985e-06,2,svd,"{'alpha': 2, 'solver': 'svd'}",-324.08231118395423,-324.33424563438894,-313.0897167037387,-328.1379716118712,-310.8251241678332,-320.09387386035723,6.83467383332157,21,-315.7353355997336,-315.48381030244775,-318.44038268253735,-314.59218858565407,-319.24890388951894,-316.70012421197833,1.8098843381033014
38,0.026721954345703125,0.004024907118647386,0.0005502700805664062,3.061725312821771e-05,2,lsqr,"{'alpha': 2, 'solver': 'lsqr'}",-331.2929874631455,-330.14119581342044,-321.69029249111196,-334.52004579251786,-314.6529932373305,-326.45950295950524,7.26675754091149,46,-322.17699110383563,-322.4177655684123,-325.0529116138439,-321.6029268926277,-325.58528814799655,-323.3671766653432,1.6243288600772103
39,0.07123947143554688,0.04903462046000058,0.007900762557983398,0.014239076980101068,2,sparse_cg,"{'alpha': 2, 'solver': 'sparse_cg'}",-328.4453042494829,-327.2618184790576,-316.1048760067991,-329.97615795154593,-315.1967393985793,-323.39697921709296,6.389473582136026,43,-319.15809906791554,-319.29431268948605,-321.66114035116397,-318.1297843525675,-322.13088832617456,-320.0748449574615,1.5476796706147828
40,2.1502512454986573,0.064105433313432,0.0006196498870849609,1.775218054674748e-05,2,sag,"{'alpha': 2, 'solver': 'sag'}",-324.5558711388973,-324.57720715313866,-313.38075281237184,-328.316168456539,-311.33182722059587,-320.43236535630854,6.76583178348919,27,-316.0548984615159,-315.85794257719914,-318.7871089191533,-315.03163847385514,-319.5781057972472,-317.0619388457941,1.7828721132067864
41,3.044458818435669,0.10007703585242073,0.000598907470703125,5.523906882314522e-06,2,saga,"{'alpha': 2, 'solver': 'saga'}",-325.10337895248443,-324.9060199302474,-313.7716353166698,-328.48205497083524,-311.9602054677879,-320.8446589276049,6.662166975477956,28,-316.46681955476276,-316.30851277498806,-319.201885419801,-315.4936560866649,-319.9913656257344,-317.4924478923902,1.76723235766774
42,0.009556818008422851,0.00017250742639423526,0.0005045413970947265,1.2650481719047873e-05,0.8,cholesky,"{'alpha': 0.8, 'solver': 'cholesky'}",-323.11983948347506,-323.8636184311557,-312.3399006961019,-328.044065023471,-309.70261262270935,-319.41400725138254,7.104425360610798,9,-315.01089397695927,-314.6246216915067,-317.63501503487714,-313.689780020662,-318.53732678401974,-315.899527501605,1.8583831858759021
43,0.004937458038330078,0.0002617883508108696,0.0,0.0,0.8,sgd,"{'alpha': 0.8, 'solver': 'sgd'}",,,,,,,,57,,,,,,,
44,0.02826271057128906,0.0010750557908284937,0.0005451679229736328,7.504089848893791e-06,0.8,svd,"{'alpha': 0.8, 'solver': 'svd'}",-323.11983948347716,-323.86361843114435,-312.3399006961113,-328.0440650234814,-309.7026126227105,-319.41400725138493,7.104425360609942,10,-315.01089397696006,-314.62462169150496,-317.6350150348778,-313.6897800206677,-318.53732678401775,-315.89952750160563,1.8583831858742785
45,0.02360048294067383,0.001401057342918484,0.0005314826965332031,5.243908114002808e-06,0.8,lsqr,"{'alpha': 0.8, 'solver': 'lsqr'}",-331.36234141703886,-330.1146583775936,-321.7434659247528,-334.5400122011073,-314.5545019824368,-326.46299598058584,7.302911860974949,48,-322.1544861564343,-322.39605744525494,-325.031894761267,-321.5808897667215,-325.56231482293236,-323.345128590522,1.6243151772974078
46,0.030501174926757812,0.003884910725907745,0.0005355358123779296,8.270616453465965e-06,0.8,sparse_cg,"{'alpha': 0.8, 'solver': 'sparse_cg'}",-328.564970082023,-326.85809567694645,-316.0021451465798,-329.63787905768504,-315.272172760109,-323.2670525446687,6.29679178219839,40,-319.11421263620053,-318.81530741301754,-321.6061381035819,-317.8620441780162,-322.07308245516134,-319.8941569571955,1.6480477906539703
47,2.769213008880615,0.07396106681678037,0.0005994796752929688,8.670834995665591e-06,0.8,sag,"{'alpha': 0.8, 'solver': 'sag'}",-323.7704996331548,-324.0730238767795,-312.65010497709204,-328.1591020565608,-310.38564422507596,-319.80767495373266,6.980673127303482,17,-315.3876327158933,-315.08798527872034,-318.06304857868065,-314.2126537116905,-318.92637021242274,-316.33553809948154,1.8252810344679433
48,3.7646685600280763,0.14251726671472797,0.0006106376647949218,1.1397704844736777e-05,0.8,saga,"{'alpha': 0.8, 'solver': 'saga'}",-324.457155662168,-324.40363646817724,-313.0789532619655,-328.2625762106599,-311.15760613658074,-320.2719855479103,6.83004176959632,25,-315.8476486710791,-315.6053634786478,-318.53680173479694,-314.89532894250976,-319.39097818166607,-316.85522420173993,1.770666594854097
49,0.010251855850219727,0.0017816067233291225,0.0005096912384033204,3.4497446532604074e-06,5,cholesky,"{'alpha': 5, 'solver': 'cholesky'}",-325.5391797761318,-325.50331218730486,-314.585774234574,-328.9631728351611,-312.50443055971203,-321.4191739185768,6.583837083548695,30,-317.13400177752015,-317.0482228313357,-319.9260198093325,-316.2423439275588,-320.61136912720804,-318.19239149459105,1.7371767991566027
50,0.004760169982910156,0.0001074785665788475,0.0,0.0,5,sgd,"{'alpha': 5, 'solver': 'sgd'}",,,,,,,,55,,,,,,,
51,0.03135366439819336,0.0013977848279707378,0.0005471706390380859,6.275437880081978e-06,5,svd,"{'alpha': 5, 'solver': 'svd'}",-325.53917977612997,-325.50331218729696,-314.5857742345794,-328.96317283515975,-312.5044305597112,-321.41917391857544,6.5838370835462845,29,-317.13400177751765,-317.04822283133734,-319.9260198093339,-316.242343927558,-320.6113691272068,-318.1923914945907,1.7371767991568043
52,0.029701757431030273,0.009866994362371017,0.0006968975067138672,0.0003274368235611259,5,lsqr,"{'alpha': 5, 'solver': 'lsqr'}",-331.20576744601556,-330.2762758808595,-321.6339346974643,-334.5507019610694,-314.95988310793336,-326.5253126186684,7.1842604994263946,53,-322.30532602834245,-322.5415614061442,-325.1731112560124,-321.7285306640191,-325.71597243188035,-323.4929003572797,1.6244098691084286
53,0.045293569564819336,0.025139458934235862,0.0005443572998046875,1.4384684202315979e-05,5,sparse_cg,"{'alpha': 5, 'solver': 'sparse_cg'}",-328.4227265834345,-327.54115065488827,-318.0046904878089,-330.1679491658412,-315.2231565995271,-323.8719346983,6.0504308593807,44,-319.4274606061408,-319.5516645187402,-322.7165941677265,-319.2146267958167,-322.7869056187136,-320.7394503414275,1.6467185487315465
54,1.3276575565338136,0.024394067282707793,0.0006237983703613281,6.0921914131250766e-05,5,sag,"{'alpha': 5, 'solver': 'sag'}",-325.83764007582124,-325.6956620318646,-314.8018539105828,-329.1125790695794,-312.83160957422547,-321.6558689324147,6.546063540662783,31,-317.3641294057216,-317.3000041767861,-320.1599886767469,-316.5133439915049,-320.843778233449,-318.4362488968417,1.7265880734856502
55,2.235707998275757,0.07378397484988519,0.0005942821502685547,1.3137361305906896e-05,5,saga,"{'alpha': 5, 'solver': 'saga'}",-326.0940019830166,-325.9015780640156,-315.08499744121264,-329.23241782934537,-313.1366300957499,-321.88992508266807,6.4901006971426565,32,-317.5817896878739,-317.5624080277315,-320.4439925513265,-316.72854687691756,-321.0666200898561,-318.6766714467411,1.7361346016846404
56,0.011072778701782226,0.0016354738889936685,0.0005379676818847656,4.4893553704087536e-05,10,cholesky,"{'alpha': 10, 'solver': 'cholesky'}",-327.0457463501987,-327.04216393141013,-316.3473613230732,-330.3758506493653,-314.193717351605,-323.0009679211305,6.464031812191063,34,-318.830616068445,-318.84788266562896,-321.6437627357447,-318.10238781489073,-322.26821919918143,-319.9385736967782,1.680694704575049
57,0.005434799194335938,0.0006407135713596029,0.0,0.0,10,sgd,"{'alpha': 10, 'solver': 'sgd'}",,,,,,,,60,,,,,,,
58,0.03575139045715332,0.0041991382921636915,0.0005930900573730469,8.919399326824777e-05,10,svd,"{'alpha': 10, 'solver': 'svd'}",-327.04574635019634,-327.0421639314019,-316.34736132307734,-330.3758506493634,-314.1937173516054,-323.0009679211289,6.46403181218833,33,-318.83061606844205,-318.8478826656284,-321.6437627357456,-318.1023878148907,-322.268219199182,-319.9385736967778,1.6806947045758671
59,0.028756141662597656,0.011556648740769978,0.000571584701538086,3.5606232347117265e-05,10,lsqr,"{'alpha': 10, 'solver': 'lsqr'}",-331.27676326757927,-330.6692220906337,-321.732477264917,-334.801343877863,-315.615394653942,-326.819040230987,7.068340166659813,54,-322.69613603508986,-322.91853484399905,-325.5408545033495,-322.1106558843279,-326.1122262627038,-323.875681505894,1.624666504580212
60,0.025469255447387696,0.0021592240920707403,0.0005354404449462891,1.1844773222628278e-05,10,sparse_cg,"{'alpha': 10, 'solver': 'sparse_cg'}",-329.27294232458297,-328.2501625613509,-318.513836267271,-331.0030966629437,-316.05485808788995,-324.6189791808077,6.102765959814154,45,-320.46629215067986,-320.6024876633552,-323.33344663559956,-319.8648695999685,-323.86192259353913,-321.6258037286284,1.637608240701104
61,0.9252987861633301,0.026288028347887592,0.0005958080291748047,8.323506407010978e-06,10,sag,"{'alpha': 10, 'solver': 'sag'}",-327.2088665784458,-327.16235375303114,-316.496124784445,-330.4690554522247,-314.3704060808738,-323.1413613298041,6.442001317752876,36,-318.9686017554877,-318.99733622543016,-321.7958166764368,-318.2443640136719,-322.401549629999,-320.0815336602051,1.6799127460729988
62,1.6338871479034425,0.06454185985898446,0.0006093025207519531,1.087836858730134e-05,10,saga,"{'alpha': 10, 'solver': 'saga'}",-327.37926052781415,-327.2852254016484,-316.6640963847648,-330.5745419424788,-314.5405907570449,-323.2887430027502,6.4218872912086,41,-319.12651116505816,-319.15009547729034,-321.9531015272649,-318.3945628591051,-322.54456135638037,-320.23376647701974,1.6780293858662123
