,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
24,0.03536968231201172,0.00036802647117645894,0.00171661376953125,3.155711050945995e-05,10,2,3,"{'max_depth': 10, 'max_features': 2, 'n_estimators': 3}",-195.96133380559124,-215.35010964550432,-228.5554168375512,-181.48891141856404,-173.83890078782912,-199.03893449900798,20.444039715760674,24,-164.27430939727023,-180.4437444773487,-177.9699066959136,-158.42891943272258,-145.8616479011045,-165.39570558087195,12.774404537061725
25,0.11126923561096191,0.0017778462049296072,0.0038027286529541014,0.0001791407713508208,10,2,10,"{'max_depth': 10, 'max_features': 2, 'n_estimators': 10}",-166.32023062779626,-188.83405913612518,-199.39190684527932,-161.15082369573608,-166.55092039637378,-176.44958814026214,14.928930367968722,23,-144.03379091899083,-148.42244377243458,-150.54330119360577,-137.19679168751776,-147.53481787574012,-145.5462290896578,4.673294341809716
26,0.32607808113098147,0.0032590759946590333,0.008991765975952148,0.00012406771397038808,10,2,30,"{'max_depth': 10, 'max_features': 2, 'n_estimators': 30}",-159.70735577524712,-185.09297291189418,-180.62168719819354,-156.8059523658651,-159.55531944859098,-168.35665753995818,11.968525122008142,20,-140.7323523997819,-147.86037379757414,-134.66409319753768,-136.0511523673703,-141.99745004354511,-140.2610843611618,4.691185282283941
27,0.06034727096557617,0.0009050940469457148,0.001815032958984375,0.00014763677745441295,10,4,3,"{'max_depth': 10, 'max_features': 4, 'n_estimators': 3}",-164.02297322305174,-189.00796075320432,-185.55868400097054,-170.36572314924223,-169.73926386852432,-175.7389209989986,9.742953705300877,22,-132.76216490397786,-142.708082034081,-137.9674644069389,-137.69494538821309,-151.83313033113134,-140.59315741286844,6.44093530059477
28,0.19672484397888185,0.001489746241630953,0.0037469863891601562,4.615182679826563e-05,10,4,10,"{'max_depth': 10, 'max_features': 4, 'n_estimators': 10}",-144.46803829670284,-163.25840071964902,-167.68379172980022,-157.5852013665536,-147.81102489190488,-156.16129140092212,8.850125570093676,18,-118.26610016415557,-122.72295577983613,-123.81502206052454,-138.94848167339143,-126.88457880660093,-126.12742769690172,6.981272409945498
29,0.5972902774810791,0.00660983122934256,0.00930643081665039,6.922076043151984e-05,10,4,30,"{'max_depth': 10, 'max_features': 4, 'n_estimators': 30}",-138.6444282465039,-156.41964670987045,-165.31309627873358,-149.2902757012805,-140.47260239103431,-150.02800986548456,9.959145368823659,17,-113.72389621468753,-117.85418773530701,-118.27536880686193,-127.21016114594381,-119.88265374989744,-119.38925353053955,4.406891861499761
30,0.08614754676818848,0.001374049035452191,0.0017977237701416015,4.019921073466011e-05,10,6,3,"{'max_depth': 10, 'max_features': 6, 'n_estimators': 3}",-150.8450849725012,-172.0147683020035,-196.3369287948596,-163.7635027553907,-158.92928553243166,-168.37791407143735,15.574997157452087,21,-129.08262104078676,-130.48296608028554,-148.2455287405119,-123.9515187156714,-132.2472116642712,-132.80196924830534,8.201866704342674
31,0.27959284782409666,0.002450773583023324,0.0037708282470703125,2.0878716688526728e-05,10,6,10,"{'max_depth': 10, 'max_features': 6, 'n_estimators': 10}",-131.3113225888925,-155.40330095245324,-164.3180926304001,-146.0168319711107,-137.81735828734497,-146.9733812860403,11.848631849954424,15,-103.62803596623877,-118.17791549691891,-116.00907223969345,-115.41800896606696,-113.6340299195512,-113.37341251769385,5.084301549752038
32,0.8462847709655762,0.0027444799255040985,0.009391021728515626,5.708945696113994e-05,10,6,30,"{'max_depth': 10, 'max_features': 6, 'n_estimators': 30}",-130.02046037730878,-149.5567206452163,-158.52957649869484,-136.47303473572367,-135.5807436577748,-142.03210718294366,10.44594982154715,13,-104.99729831462695,-111.36640438501335,-109.65032592187382,-107.56296607336178,-113.13391275406023,-109.34218148978724,2.850027178989206
33,0.11041297912597656,0.0004004392205072858,0.001777982711791992,2.9896434958374673e-05,10,8,3,"{'max_depth': 10, 'max_features': 8, 'n_estimators': 3}",-147.3426094767988,-160.2616865518951,-199.89026400201203,-154.99989039664717,-148.2796380519499,-162.15481769586057,19.445631697557967,19,-105.62271727401433,-113.31903486980467,-153.08749402157287,-122.08099566614564,-126.41441320160408,-124.10493100662833,16.170013983413675
